Source	Target	Weight
572419996	923651003303546880	1
572419996	931626520778629121	1
572419996	935548398618533889	1
572419996	938825694825631745	1
572419996	951875610510528514	1
572419996	961297797004881922	1
572419996	967513857127276545	1
572419996	987248595438112768	1
572419996	994140406437818368	2
572419996	1033303333153452032	1
572419996	1034405038091915272	1
572419996	1042015463016984576	1
572419996	1074022338679726080	1
572419996	1074993413936816129	1
572419996	1081168493091962880	1
572419996	1086287107608461312	2
572419996	1189485435455713285	1
572419996	1198678145525829632	3
572419996	1208294340260438016	1
572419996	1239144339735011328	1
572419996	1239252718398640129	1
572419996	1244057090521468934	1
572419996	1245821946480283649	2
572419996	1266084751733121025	1
572419996	1298723217276669955	1
572419996	1310902073190494208	1
572419996	1318663653546168320	1
2510817289	8077212	1
2510817289	20013148	1
2510817289	21239135	1
2510817289	35013719	1
2510817289	61097151	2
2510817289	71114686	2
2510817289	71266682	1
2510817289	85110828	1
2510817289	94208950	1
2510817289	142726725	1
2510817289	154702186	1
2510817289	176852177	1
2510817289	183685087	1
2510817289	202698912	1
2510817289	226201829	1
2510817289	232947580	1
2510817289	245120050	1
2510817289	247822071	1
2510817289	260192366	1
2510817289	263363192	1
2510817289	286809454	1
2510817289	297348914	3
2510817289	301308940	1
2510817289	364999718	1
2510817289	394114983	1
2510817289	395184832	1
2510817289	409286346	1
2510817289	414421726	1
2510817289	544079032	1
2510817289	548906668	1
2510817289	549453509	1
2510817289	563997282	8
2510817289	573577148	3
2510817289	611304453	1
2510817289	718663584	1
2510817289	872235662	1
2510817289	957587934	1
2510817289	1020034531	1
2510817289	1020678212	6
2510817289	1029401954	1
2510817289	1588322935	2
2510817289	1660100353	1
2510817289	2205010241	1
2510817289	2265657555	2
2510817289	2343542928	1
2510817289	2421285214	1
2510817289	2665463588	1
2510817289	2714617218	1
2510817289	2741825325	1
2510817289	2806363601	1
2510817289	2873776301	2
2510817289	2909811033	1
2510817289	2966026918	1
2510817289	3089965983	1
2510817289	3357102100	1
2510817289	3401402261	1
2510817289	3415697266	1
2510817289	4111886123	1
2510817289	4493709885	2
2510817289	4727213752	1
2510817289	704610620298162176	1
2510817289	731582726617350145	1
2510817289	742002754193883136	1
2510817289	743402608778412032	2
2510817289	760428876946341888	2
2510817289	760882917165924352	8
2510817289	762385557519527936	1
2510817289	763493834236067840	2
2510817289	813419489010315264	1
2510817289	826837646060158978	1
2510817289	864802741415227393	3
2510817289	869887128850886657	3
2510817289	879051343171813380	1
2510817289	890129857442697216	1
2510817289	901182575011672064	1
2510817289	905378298770935809	1
2510817289	916425376682905601	1
2510817289	929119136558600192	8
2510817289	937760530734960645	1
2510817289	943552318200516608	1
2510817289	1029310034470166528	1
2510817289	1038851168544464896	1
2510817289	1046842466249400321	1
2510817289	1051382007413006336	6
2510817289	1063604049939963910	1
2510817289	1071905510713122816	1
2510817289	1077114079486140416	1
2510817289	1079739455244779520	1
2510817289	1100060375763030017	1
2510817289	1102631535927324673	1
2510817289	1112121744163332097	1
2510817289	1117443644582187009	2
2510817289	1142542963064680450	1
2510817289	1148947322778394624	1
2510817289	1153348832513724418	1
2510817289	1164488878302146561	1
2510817289	1170353431590162432	1
2510817289	1193945489995112449	1
2510817289	1212444417467904000	1
2510817289	1213103270291333120	1
2510817289	1219870943604019200	1
2510817289	1222987321806675968	1
2510817289	1228118439983747073	1
2510817289	1237516646316683265	3
2510817289	1243561221606998017	1
2510817289	1250785127778717696	1
2510817289	1258502065648787456	1
2510817289	1262155981963833346	1
2510817289	1263604263579783170	1
2510817289	1272632498481172481	1
2510817289	1290801802271694850	1
2510817289	1294666559563104256	1
242913665	38063	1
242913665	7936692	1
242913665	7996082	1
242913665	10250322	1
242913665	13668082	1
242913665	14371600	1
242913665	14436317	1
242913665	15133318	2
242913665	16200585	1
242913665	17655182	1
242913665	17676713	3
242913665	18770969	1
242913665	18986463	1
242913665	19292516	1
242913665	20909329	3
242913665	28373425	1
242913665	33884545	1
242913665	35066609	5
242913665	37449619	1
242913665	37883400	1
242913665	40900410	1
242913665	43910684	2
242913665	44753812	1
242913665	50982086	4
242913665	62331080	1
242913665	62887164	1
242913665	74205573	1
242913665	80899853	1
242913665	93033748	1
242913665	100731315	1
242913665	116908364	1
242913665	117773253	1
242913665	120620613	2
242913665	124545762	3
242913665	130169225	3
242913665	140881496	1
242913665	144547999	2
242913665	145670253	1
242913665	153001705	1
242913665	158313996	11
242913665	158342368	1
242913665	171506399	1
242913665	198829810	1
242913665	199231277	1
242913665	210607838	4
242913665	212377097	1
242913665	222269705	1
242913665	222800006	1
242913665	233928703	1
242913665	237223544	5
242913665	241147024	1
242913665	246372356	1
242913665	252528584	1
242913665	263814298	2
242913665	268470229	3
242913665	269937764	1
242913665	272466409	1
242913665	278596230	1
242913665	279715294	1
242913665	284488502	1
242913665	289228483	3
242913665	289844440	1
242913665	295608887	1
242913665	299781471	1
242913665	301388743	1
242913665	304342684	4
242913665	308594031	1
242913665	329600772	1
242913665	331020996	1
242913665	338379767	1
242913665	345095536	1
242913665	352226843	4
242913665	358920310	1
242913665	364528766	1
242913665	386160084	1
242913665	389641495	1
242913665	392825938	1
242913665	412408204	1
242913665	412625496	1
242913665	420475251	1
242913665	430803936	1
242913665	467682272	1
242913665	475585621	1
242913665	482389606	1
242913665	529575476	1
242913665	535707261	4
242913665	567389065	1
242913665	570674414	1
242913665	600269631	1
242913665	603884167	3
242913665	732550639	1
242913665	804874716	1
242913665	868060976	1
242913665	900231078	1
242913665	956244054	1
242913665	1040334830	1
242913665	1055993414	1
242913665	1066436226	1
242913665	1298836806	1
242913665	1351396117	1
242913665	1928136704	1
242913665	2365041789	2
242913665	2455508138	2
242913665	2457078330	1
242913665	2560184200	1
242913665	2608434757	1
242913665	2842628747	1
242913665	3982388482	1
242913665	4364428521	2
242913665	4821525983	1
242913665	702887619332591616	1
242913665	712695469663776769	1
242913665	752918110810898432	1
242913665	753016671766446080	1
242913665	792725201956003840	1
242913665	793015433565761538	1
242913665	796794733054066688	1
242913665	838865647132098560	1
242913665	848550912046100480	1
242913665	858615921132408834	1
242913665	890129857442697216	1
242913665	895229858221109250	1
242913665	914488859517493249	1
242913665	985201291939995648	1
242913665	1010469662503702533	1
242913665	1042073334203207681	1
242913665	1065632900157239296	1
242913665	1072085361248141313	1
242913665	1243196333432979456	1
242913665	1249247456572985344	1
242913665	1258663322628521985	1
242913665	1311366625816440833	1
883853148150001664	7827962	1
883853148150001664	15687122	1
883853148150001664	17214331	2
883853148150001664	18949241	1
883853148150001664	25073877	1
883853148150001664	26880193	1
883853148150001664	85765685	1
883853148150001664	122653987	1
883853148150001664	154110601	1
883853148150001664	165765151	1
883853148150001664	167240322	1
883853148150001664	193715026	1
883853148150001664	201190909	5
883853148150001664	203851222	1
883853148150001664	217335588	1
883853148150001664	270506305	3
883853148150001664	304342377	1
883853148150001664	306392023	2
883853148150001664	311623230	1
883853148150001664	315926058	1
883853148150001664	363647672	1
883853148150001664	373861879	1
883853148150001664	397867366	1
883853148150001664	515367651	1
883853148150001664	559273864	1
883853148150001664	807467083	9
883853148150001664	814686318	1
883853148150001664	857303965	1
883853148150001664	935682680	1
883853148150001664	955819130	1
883853148150001664	963144872	1
883853148150001664	967001215	1
883853148150001664	977272867	1
883853148150001664	1030227600	1
883853148150001664	1068208362	1
883853148150001664	1136475584	1
883853148150001664	1140198715	1
883853148150001664	1215520928	1
883853148150001664	1254465289	1
883853148150001664	1352075947	1
883853148150001664	1395445694	1
883853148150001664	1747353032	1
883853148150001664	1978128902	8
883853148150001664	2201623465	4
883853148150001664	2216589010	1
883853148150001664	2223841798	1
883853148150001664	2280971208	1
883853148150001664	2778328297	2
883853148150001664	2881652531	1
883853148150001664	2901291100	1
883853148150001664	2946610371	1
883853148150001664	2947604669	1
883853148150001664	3050371833	1
883853148150001664	3068333673	1
883853148150001664	3087175574	1
883853148150001664	3317669703	1
883853148150001664	3530404094	1
883853148150001664	4063476149	1
883853148150001664	4105368201	1
883853148150001664	4229241075	1
883853148150001664	737068855625981952	1
883853148150001664	746072071306883072	1
883853148150001664	781244722773884928	1
883853148150001664	804855408271749120	1
883853148150001664	818142457384882176	1
883853148150001664	854266060773740544	1
883853148150001664	858006215741374464	1
883853148150001664	875047064815710209	1
883853148150001664	876201961179279360	1
883853148150001664	883232677436043264	1
883853148150001664	883853148150001664	1
883853148150001664	905511030981365760	4
883853148150001664	915880147009642497	1
883853148150001664	916401484841082880	1
883853148150001664	918490448632664064	1
883853148150001664	930701931449847809	1
883853148150001664	998559402394341377	1
883853148150001664	1022229783323795456	1
883853148150001664	1036624440254181376	1
883853148150001664	1049603990600802306	1
883853148150001664	1068238181282267137	1
883853148150001664	1075458819239624706	1
883853148150001664	1080140153761513473	1
883853148150001664	1084511032704405505	1
883853148150001664	1094711891337842689	1
883853148150001664	1094956040280571904	1
883853148150001664	1109573601995440129	1
883853148150001664	1113036780813672448	1
883853148150001664	1119190474525421568	1
883853148150001664	1128029538334728193	1
883853148150001664	1136236737326395393	1
883853148150001664	1138406986582806529	1
883853148150001664	1184308577487544321	1
883853148150001664	1187096868599357442	1
883853148150001664	1191793971405692932	1
883853148150001664	1194354442847567873	1
883853148150001664	1194928610131562498	1
883853148150001664	1195663540625059840	1
883853148150001664	1219722198207864832	1
883853148150001664	1219908301774839808	1
883853148150001664	1230560206435672070	1
883853148150001664	1243891036138676229	1
883853148150001664	1244275213321281537	1
883853148150001664	1244403813940953088	1
883853148150001664	1245368582189600772	1
883853148150001664	1248646236695146496	1
883853148150001664	1249050063936110594	1
883853148150001664	1249255108967387138	2
883853148150001664	1251481681254637574	1
883853148150001664	1257024734845419520	1
883853148150001664	1258905907355963392	1
883853148150001664	1262805351256264705	1
883853148150001664	1264316479190728706	1
883853148150001664	1266413909919043584	1
883853148150001664	1268125649551704064	1
883853148150001664	1290178767118376960	2
883853148150001664	1293865326317318146	1
883853148150001664	1297438020652675072	1
883853148150001664	1297779653856419841	1
883853148150001664	1299637606242754561	4
883853148150001664	1307785470202519552	1
883853148150001664	1309214488428769281	1
883853148150001664	1320241999367331841	1
883853148150001664	1326176232392839168	4
883853148150001664	1327582927866228736	1
883853148150001664	1327941290512814081	1
181679209	8330472	1
181679209	11748972	1
181679209	12219842	1
181679209	13553912	1
181679209	13777542	1
181679209	14088938	2
181679209	17453262	1
181679209	40652687	1
181679209	41583102	1
181679209	46479688	1
181679209	57682494	1
181679209	59762703	1
181679209	66725372	1
181679209	72732893	2
181679209	100731315	8
181679209	106494679	1
181679209	117115868	3
181679209	134912104	1
181679209	146004695	3
181679209	151085945	2
181679209	156812942	8
181679209	168195769	2
181679209	169009504	1
181679209	170688760	1
181679209	185985009	1
181679209	220811021	1
181679209	221069590	10
181679209	222408947	1
181679209	232501011	2
181679209	232968006	1
181679209	234868729	2
181679209	242736657	1
181679209	242856842	1
181679209	247705940	1
181679209	268035270	6
181679209	269247824	1
181679209	270035545	1
181679209	292899917	1
181679209	299017781	1
181679209	300984512	2
181679209	307558964	11
181679209	309817986	2
181679209	311349742	1
181679209	404026011	2
181679209	417997469	2
181679209	454455356	1
181679209	469793769	1
181679209	488482246	1
181679209	493594003	1
181679209	521095224	2
181679209	522166295	2
181679209	543780544	5
181679209	561612546	1
181679209	851480856	1
181679209	864872232	1
181679209	1252764865	1
181679209	1270068241	1
181679209	1307572178	1
181679209	1361984828	1
181679209	1444934197	1
181679209	1737329707	1
181679209	1875203742	2
181679209	2331874855	1
181679209	2474515608	1
181679209	2746897733	2
181679209	2864905957	1
181679209	2898865108	1
181679209	2978274629	1
181679209	3147449442	1
181679209	3395436645	4
181679209	3575132194	4
181679209	4182468561	1
181679209	4516841001	1
181679209	4703390322	1
181679209	816276961022582784	1
181679209	845571660090671104	4
181679209	848196319906865153	2
181679209	908021399889039360	2
181679209	910720528285085696	6
181679209	932549868131901440	2
181679209	933109256672473090	1
181679209	945296137459822592	1
181679209	961736113655185409	1
181679209	961925545809281024	3
181679209	971083236305723393	1
181679209	984421212288897025	2
181679209	987068584236068864	2
181679209	988919789941854209	1
181679209	996477289956339712	1
181679209	997147100780654592	1
181679209	1005417812985368581	5
181679209	1058435811065118720	1
181679209	1059191161682833408	1
181679209	1075042184792023041	1
181679209	1091765821750370304	1
181679209	1093466674282545154	2
181679209	1110274710875590656	1
181679209	1119410669953196032	1
181679209	1169991680411541505	1
181679209	1172984277048471554	2
181679209	1252876650577944584	2
181679209	1285652293162078208	1
181679209	1290226698257080320	1
181679209	1297552081000300544	3
181679209	1298302367864168448	2
181679209	1298723217276669955	3
371653478	11748972	1
371653478	11990122	1
371653478	34453123	1
371653478	46065971	1
371653478	64019370	1
371653478	84053338	1
371653478	104833800	1
371653478	121093567	1
371653478	151085945	2
371653478	169538164	4
371653478	174295598	1
371653478	189182688	1
371653478	195685552	1
371653478	222545471	1
371653478	232168294	1
371653478	234068587	1
371653478	236991908	1
371653478	282521345	1
371653478	298138979	1
371653478	308546718	1
371653478	309189123	1
371653478	330573988	1
371653478	363547107	5
371653478	363696047	1
371653478	367047264	1
371653478	422802551	1
371653478	471649147	1
371653478	487987677	1
371653478	522078206	1
371653478	550863323	1
371653478	628226028	6
371653478	635542710	1
371653478	2261797400	1
371653478	2808277336	1
371653478	2878095112	1
371653478	2904896141	1
371653478	2948708699	1
371653478	3129939491	1
371653478	3234036770	1
371653478	3374563353	4
371653478	3395436645	1
371653478	4190053767	1
371653478	723458658697383936	1
371653478	772453330832547843	1
371653478	775351150866472960	1
371653478	801775954007834628	1
371653478	926902919399641090	1
