Source	Target	Weight
256237072	1259535273811161089	4
256237072	1277343255433302016	1
256237072	1294666926258565123	2
256237072	1301912766371057664	2
552561770	19028805	21
552561770	28076811	1
552561770	42220353	1
552561770	42378378	1
552561770	59396498	1
552561770	94413714	1
552561770	121385551	1
552561770	141159992	1
552561770	143538142	6
552561770	173541298	1
552561770	208216783	4
552561770	268927636	10
552561770	271168582	1
552561770	301518493	1
552561770	316058009	2
552561770	479740555	1
552561770	852681528	1
552561770	1267843368	1
552561770	1331726551	1
552561770	2765834914	2
552561770	3127325711	3
552561770	3183558887	1
552561770	3309116567	1
552561770	736284974878478337	1
552561770	837682253618688000	1
552561770	848550912046100480	3
552561770	956944536273608704	1
552561770	1099251922152931329	10
552561770	1235233420361551872	1
37530753	1550681	1
37530753	7993732	1
37530753	20810922	1
37530753	37530753	5
37530753	41363808	3
37530753	58261480	1
37530753	101190911	14
37530753	111062444	1
37530753	152748552	1
37530753	216813401	2
37530753	219653652	3
37530753	221491712	1
37530753	242461403	15
37530753	286801383	3
37530753	302807367	1
37530753	305524621	3
37530753	317226440	2
37530753	334566375	1
37530753	341572295	1
37530753	504900716	2
37530753	531602662	1
37530753	611874836	4
37530753	614480344	1
37530753	931545799	1
37530753	1009468208	54
37530753	1549415533	7
37530753	1949451919	1
37530753	2281948123	2
37530753	2325942019	3
37530753	2792214971	1
37530753	3042311993	1
37530753	3073266628	1
37530753	3091211672	1
37530753	3204931432	2
37530753	3346485112	1
37530753	3842216183	1
37530753	740106073454088192	1
37530753	802227156596166660	1
37530753	819301216782008322	2
37530753	1021480809885253632	2
37530753	1048130885780951040	1
37530753	1066789541154037761	1
37530753	1074627701699424256	1
37530753	1129287236128792579	2
37530753	1199763518498779137	3
37530753	1260164338507223045	9
37530753	1265884189611757568	16
37530753	1323333474821038082	1
188718432	5635572	1
188718432	6134882	1
188718432	8627932	1
188718432	9007962	5
188718432	15931739	1
188718432	17191272	1
188718432	17486327	1
188718432	17673594	1
188718432	21995111	1
188718432	26170531	1
188718432	27878027	5
188718432	34453123	1
188718432	50470716	3
188718432	50687641	3
188718432	50908485	1
188718432	56331789	1
188718432	61454872	1
188718432	62058897	1
188718432	66485971	1
188718432	77223972	1
188718432	84108759	1
188718432	85436344	1
188718432	85438728	2
188718432	88618641	9
188718432	94324983	1
188718432	103397786	1
188718432	103841173	16
188718432	111049605	1
188718432	112796335	1
188718432	118409909	1
188718432	126339719	1
188718432	128510424	1
188718432	143069833	1
188718432	146004695	1
188718432	149837041	3
188718432	154986574	1
188718432	158336392	1
188718432	162879250	1
188718432	167085228	1
188718432	187965772	2
188718432	189088444	1
188718432	201313877	1
188718432	207949883	1
188718432	211235025	1
188718432	218280862	4
188718432	218821597	1
188718432	219368738	1
188718432	220073795	1
188718432	221069590	1
188718432	221551805	1
188718432	232894216	1
188718432	234068587	1
188718432	259725229	1
188718432	260451268	4
188718432	272939760	1
188718432	282219313	1
188718432	289979973	2
188718432	293433393	1
188718432	299090071	1
188718432	302602936	1
188718432	319086427	1
188718432	362565198	1
188718432	366497663	1
188718432	386426322	1
188718432	394736267	1
188718432	419533496	1
188718432	421527393	2
188718432	422496888	1
188718432	426126878	1
188718432	432706448	1
188718432	442989783	1
188718432	448052572	1
188718432	463260500	1
188718432	480196886	1
188718432	511843282	1
188718432	536022846	1
188718432	536333726	1
188718432	564432667	1
188718432	569006794	1
188718432	594063927	1
188718432	605751716	4
188718432	703552783	1
188718432	1294635398	1
188718432	1361984828	1
188718432	1712368296	1
188718432	1910582641	1
188718432	1962699368	3
188718432	2260442750	8
188718432	2314492928	1
188718432	2331874855	1
188718432	2357086370	1
188718432	2411038153	1
188718432	2451116618	1
188718432	2596901454	1
188718432	2674813054	3
188718432	2956795149	8
188718432	3039268715	2
188718432	3343845251	1
188718432	3832026569	1
188718432	3940322368	1
188718432	4122197512	3
188718432	4190053767	1
188718432	749714770002083840	3
188718432	892826509622353920	1
188718432	894135503271931906	1
188718432	911531387794182144	2
188718432	925000703839539200	1
188718432	975070431832047621	1
188718432	996832631693209600	4
188718432	1055766116952391681	1
188718432	1082014807161798656	3
188718432	1088046926656925698	1
188718432	1108184378016976896	1
188718432	1220332016899674113	1
188718432	1221765065680072705	1
301898129	7679392	1
301898129	8330472	1
301898129	11748972	1
301898129	12723412	1
301898129	15586033	1
301898129	27477225	1
301898129	29454488	1
301898129	31090827	2
301898129	39321874	1
301898129	41583102	2
301898129	54216497	1
301898129	74453123	1
301898129	74674548	1
301898129	89170403	1
301898129	96005647	1
301898129	101575189	1
301898129	111328196	1
301898129	117299815	1
301898129	121146038	1
301898129	129578136	1
301898129	131784255	1
301898129	132283887	1
301898129	145976644	1
301898129	151085945	2
301898129	157327149	1
301898129	158201610	1
301898129	197732284	1
301898129	199447650	1
301898129	204477637	1
301898129	220279200	1
301898129	233649833	1
301898129	242856842	1
301898129	245675337	1
301898129	255002657	1
301898129	264767018	2
301898129	270370521	1
301898129	271612947	1
301898129	272932653	1
301898129	284981841	1
301898129	300984512	1
301898129	304576671	1
301898129	304843789	1
301898129	311002021	1
301898129	312019670	1
301898129	335223244	1
301898129	405996527	1
301898129	425288444	1
301898129	436019451	1
301898129	444511865	2
301898129	535707261	2
301898129	580684522	1
301898129	592181445	1
301898129	601928852	1
301898129	604071017	1
301898129	607281049	2
301898129	631900034	2
301898129	718525729	1
301898129	803291118	1
301898129	1068715118	2
301898129	1070553247	1
301898129	1113161330	1
301898129	1220658456	1
301898129	1265500266	1
301898129	1431350065	1
301898129	1506138918	1
301898129	1588669440	1
301898129	1883347922	1
301898129	1919597484	1
301898129	2196387576	1
301898129	2207880337	1
301898129	2315537868	1
301898129	2463573390	1
301898129	2465178631	1
301898129	2491595321	2
301898129	2649437522	1
301898129	2666247439	1
301898129	2778188311	1
301898129	3031557020	1
301898129	3159055504	1
301898129	3300513797	2
301898129	3825409875	1
301898129	718370120943464448	1
301898129	722104969659342851	1
301898129	728596883690639361	1
301898129	732163861974007808	1
301898129	793477287240949760	1
301898129	800046215450791940	1
301898129	819874788537761792	1
301898129	819902907474710530	1
301898129	827976394940547072	2
301898129	844297784014651397	1
301898129	871433501534556161	1
301898129	946929676596973570	1
301898129	972544446280753152	1
301898129	976930607434518530	1
301898129	1018981780966297607	1
301898129	1050711392611954688	1
301898129	1081168493091962880	1
301898129	1111310659453624321	1
301898129	1172984277048471554	1
301898129	1176194188687360000	1
301898129	1227355313420034049	1
301898129	1233842368559841281	1
301898129	1258174836175704064	1
301898129	1264837881832648704	1
301898129	1273935361689993218	1
301898129	1288540505517809670	1
301898129	1298723217276669955	1
528833486	14436317	1
528833486	21869922	1
528833486	68740712	4
528833486	202372417	1
528833486	235234497	1
528833486	364528766	1
528833486	535707261	1
871878763	11611502	1
871878763	13777542	1
871878763	19780284	1
871878763	25555639	1
871878763	32937695	2
871878763	43877830	4
871878763	46361129	1
871878763	85436344	1
871878763	86961339	1
871878763	91971274	1
871878763	94324983	1
871878763	103354661	1
871878763	107235284	2
871878763	110332354	1
871878763	139443008	1
871878763	151085945	1
871878763	157457759	1
871878763	174295598	1
871878763	182836552	1
871878763	213745259	1
871878763	242856842	1
871878763	245995936	1
871878763	280477631	1
871878763	280722650	1
871878763	302228107	1
871878763	353629113	1
871878763	364256115	1
871878763	402593346	1
871878763	409892360	1
871878763	535153760	2
871878763	718267231	1
871878763	893680236	1
871878763	1183842373	2
871878763	1270776432	1
871878763	1288976124	1
871878763	1413632983	1
871878763	2281961808	1
871878763	2401829324	1
871878763	2570990249	1
871878763	2665463588	1
871878763	3306969352	1
871878763	3509819597	1
871878763	4083240143	1
871878763	4190053767	1
871878763	4234320819	2
871878763	702231491565195264	1
871878763	705378392565227520	1
871878763	738330471017353217	1
871878763	787714184188424192	1
871878763	908021399889039360	2
871878763	930157907039211520	1
871878763	930933510881398784	1
871878763	935548398618533889	1
871878763	946669614850805760	1
871878763	1013900362540036098	2
871878763	1015715521961103360	1
871878763	1036536081527791621	1
871878763	1166616848730861569	1
871878763	1230858645640032257	1
871878763	1311287859396083714	1
185211322	8948592	1
185211322	16106584	1
185211322	87659574	1
185211322	117773253	1
185211322	257332880	1
185211322	294221716	1
185211322	800536976	1
185211322	827064884	1
185211322	1005410401	1
185211322	1923040616	1
185211322	2375743544	1
185211322	2922162371	1
185211322	2946543660	1
185211322	4229241075	1
185211322	873659186478972933	1
185211322	940998031117307904	1
185211322	950380012695445504	1
185211322	1022229783323795456	1
185211322	1138406986582806529	1
185211322	1214845796958507008	1
185211322	1215363411351146497	1
185211322	1215960429014417409	1
185211322	1313057806937993216	1
805496910563966976	64247981	45
805496910563966976	168195769	2
805496910563966976	198557252	1
805496910563966976	203057426	13
805496910563966976	270239125	1
805496910563966976	403085556	1
805496910563966976	444910845	4
805496910563966976	498344268	3
805496910563966976	553757953	4
805496910563966976	555758570	1
805496910563966976	584974754	6
805496910563966976	828925758	2
805496910563966976	1086430328	1
805496910563966976	1202289476	1
805496910563966976	1248386131	2
805496910563966976	1328138832	1
805496910563966976	1378066333	1
805496910563966976	1880066292	1
805496910563966976	1965092730	1
805496910563966976	2695143194	16
805496910563966976	2893661025	2
805496910563966976	804767138095525889	3
805496910563966976	910720528285085696	1
805496910563966976	916331163840663552	1
805496910563966976	1058435811065118720	2
805496910563966976	1068011264411090949	17
805496910563966976	1092461791588896769	1
805496910563966976	1093962065629331457	1
805496910563966976	1103053311245275137	9
805496910563966976	1122471546814181376	1
805496910563966976	1146838264944484353	1
805496910563966976	1229458404407676928	1
805496910563966976	1261977975274311680	1
614366978	13553912	1
614366978	32937695	1
614366978	34453123	1
614366978	56341472	1
614366978	67065090	1
614366978	79501309	1
614366978	86206657	1
614366978	91560739	1
614366978	106494679	2
614366978	117099365	1
614366978	142224017	1
614366978	155557835	1
614366978	166327238	1
614366978	179545010	5
614366978	211095841	1
614366978	211265924	1
614366978	214112280	1
614366978	219953215	1
614366978	248052789	1
614366978	250801453	8
614366978	258948861	3
614366978	262606630	1
614366978	270397123	1
614366978	274058005	1
614366978	274201344	1
614366978	290812583	6
614366978	295552848	2
614366978	299796859	1
614366978	311653577	1
614366978	313162247	1
614366978	313839838	2
614366978	329616851	1
614366978	340401334	1
614366978	342247274	1
614366978	363303791	1
614366978	372467368	1
614366978	374073616	1
614366978	401445033	1
614366978	404069336	1
614366978	409892360	1
614366978	447295408	1
614366978	467635544	1
614366978	467830358	1
614366978	495409734	1
614366978	511843282	4
614366978	605751716	1
614366978	627341333	3
614366978	637059383	1
614366978	712251242	1
614366978	728097884	2
614366978	811417717	1
614366978	999774457	1
614366978	1004696930	1
614366978	1183842373	1
614366978	1229783142	1
614366978	1334884123	1
614366978	1381843369	1
614366978	1528731276	2
614366978	1552726424	1
614366978	1962699368	1
614366978	2386892509	1
614366978	2956795149	1
614366978	2977969990	4
614366978	3143260474	1
614366978	4010823695	1
614366978	4182468561	1
614366978	4703390322	2
614366978	888390841328443392	1
614366978	911967872695586816	1
614366978	918796799929913345	1
614366978	927526340735262720	1
614366978	929080029945921537	1
614366978	955165499381383169	1
614366978	961736113655185409	1
614366978	972544446280753152	1
614366978	1064563494572445698	1
614366978	1270445988864557056	1
614366978	1312408964269735937	40
2819946868	16143542	1
2819946868	69008563	6
2819946868	121146038	1
2819946868	181193681	1
2819946868	188685493	4
2819946868	201908414	1
2819946868	248774475	1
2819946868	280477631	1
2819946868	406627937	1
2819946868	419792264	1
2819946868	1099762340	1
2819946868	1581749029	1
2819946868	1600957489	2
2819946868	1831527552	1
2819946868	1953831372	1
2819946868	2197380036	1
2819946868	2430779766	4
2819946868	2706945462	1
2819946868	2710381880	1
2819946868	2728833119	1
2819946868	2754746065	4
2819946868	790979294818398208	1
2819946868	1133726344913838081	1
2819946868	1238058434278428675	1
929939810	14727959	1
929939810	101348175	1
929939810	101828456	7
929939810	110692329	3
929939810	112764971	1
929939810	117464490	1
929939810	138713484	1
929939810	150647305	1
929939810	151925892	2
929939810	155949769	1
929939810	167604665	1
929939810	176483025	3
929939810	189104561	3
929939810	197852287	1
929939810	223255139	1
929939810	224114803	2
929939810	236348394	2
929939810	248787777	19
929939810	262770523	4
929939810	277094438	3
929939810	292359288	1
929939810	295608887	1
929939810	345861243	1
929939810	440292195	9
929939810	481649466	1
929939810	929939810	3
929939810	950341134	1
929939810	1269573228	1
929939810	1311452094	1
929939810	2157457323	1
929939810	2196387576	1
929939810	2881132216	2
929939810	3110203671	1
929939810	3290887228	1
929939810	3411624117	3
929939810	3653624297	3
929939810	728695140362096640	3
929939810	755505824160768005	1
929939810	911461966929121281	1
929939810	1108904154456559617	7
929939810	1117381718204473348	3
929939810	1167070181333622784	1
929939810	1277616597432250374	1
929939810	1279247214401986562	2
929939810	1279852990204182531	1
929939810	1288236095768076294	3
929939810	1300851850409848832	3
929939810	1309485637360287749	1
929939810	1309890208209436674	1
389474281	807095	1
389474281	939091	1
389474281	7737132	1
389474281	8330472	1
389474281	9007962	1
389474281	11611502	1
389474281	12723412	1
389474281	16686144	1
389474281	19002571	1
389474281	26186655	1
389474281	28373820	1
389474281	32937695	1
389474281	34453123	2
389474281	49449999	1
389474281	64019370	7
389474281	65068713	1
389474281	86961339	4
389474281	91971274	2
389474281	108459787	1
389474281	121553637	1
389474281	151085945	1
389474281	172099388	1
389474281	174295598	1
389474281	179955791	1
389474281	182836552	1
389474281	184186065	1
389474281	201362385	1
389474281	212377097	1
389474281	214112280	1
389474281	216776631	1
389474281	232159624	1
389474281	238190853	1
389474281	250801453	1
389474281	256479795	2
389474281	257850266	1
389474281	287832752	1
389474281	291569019	1
389474281	301308940	1
389474281	309565123	1
389474281	338682647	2
389474281	343933160	1
389474281	351752318	1
389474281	397933814	2
389474281	478529834	1
389474281	511843282	4
389474281	561293993	1
389474281	893680236	1
389474281	950360006	1
389474281	984434180	1
389474281	991560608	1
389474281	1021916731	1
389474281	1041915498	1
389474281	1884163777	1
389474281	1962699368	3
389474281	2373400114	1
389474281	3384628414	1
389474281	3395436645	2
389474281	3825409875	1
389474281	4182468561	1
389474281	4703390322	3
389474281	4858008820	1
389474281	705523210796867585	1
389474281	753376195245400064	1
389474281	762003790409166848	1
389474281	867706860438257664	1
389474281	908021399889039360	2
389474281	915215041783361536	1
389474281	916975806156591104	1
389474281	917745377520050177	1
389474281	922457652881510400	1
389474281	929482144648519681	1
389474281	930157907039211520	1
389474281	938825694825631745	1
389474281	1044559150573858816	1
389474281	1148353805957914627	1
389474281	1176933250293522433	3
389474281	1187491025675272193	1
389474281	1196378716076683265	1
389474281	1255656155717734402	1
914755710461849600	8330472	1
914755710461849600	10602012	1
914755710461849600	11358652	2
914755710461849600	11611502	6
914755710461849600	13346352	2
914755710461849600	14436317	1
914755710461849600	19002571	1
914755710461849600	31416615	1
914755710461849600	32937695	1
914755710461849600	40652687	1
914755710461849600	43877830	1
914755710461849600	64019370	8
914755710461849600	84053338	1
914755710461849600	94324983	1
914755710461849600	106494679	1
914755710461849600	107235284	4
914755710461849600	121399124	1
914755710461849600	146004695	1
914755710461849600	148785493	1
914755710461849600	151085945	1
914755710461849600	158342368	1
914755710461849600	168834785	1
914755710461849600	227398338	1
914755710461849600	228186543	1
914755710461849600	232168294	1
914755710461849600	237223544	1
914755710461849600	250801453	1
914755710461849600	254230849	2
914755710461849600	273169020	1
914755710461849600	280477631	1
914755710461849600	282521345	1
914755710461849600	299017781	1
914755710461849600	301308940	2
914755710461849600	322577469	1
914755710461849600	343507680	1
914755710461849600	402593346	2
914755710461849600	404670464	1
914755710461849600	432706448	2
914755710461849600	511843282	1
914755710461849600	535153760	8
914755710461849600	586291040	1
914755710461849600	599312794	1
914755710461849600	787971098	1
914755710461849600	866388122	1
914755710461849600	871878763	1
914755710461849600	893680236	1
914755710461849600	970374456	1
914755710461849600	984434180	1
914755710461849600	995297070	1
914755710461849600	1114568586	1
914755710461849600	1577384395	1
914755710461849600	1646339598	1
914755710461849600	1884163777	4
914755710461849600	1912129124	1
914755710461849600	2196594217	1
914755710461849600	2392840543	1
914755710461849600	2770107689	1
914755710461849600	2828672397	1
914755710461849600	2948427136	1
914755710461849600	2958560866	1
914755710461849600	3343845251	1
914755710461849600	3374563353	2
914755710461849600	3395436645	1
914755710461849600	4186911203	3
914755710461849600	4190053767	1
914755710461849600	4703390322	2
914755710461849600	4813170027	1
914755710461849600	4876123661	1
914755710461849600	704634582394654720	1
914755710461849600	748256028786032640	1
914755710461849600	837335873603661824	1
914755710461849600	907131198039842816	1
914755710461849600	908914812444438528	2
914755710461849600	910501441466494979	1
914755710461849600	925850178770305026	1
914755710461849600	932307931684573186	1
914755710461849600	967513857127276545	1
914755710461849600	987248595438112768	1
914755710461849600	1013900362540036098	2
914755710461849600	1075900327562543105	1
914755710461849600	1081168493091962880	1
914755710461849600	1144560755452383232	1
914755710461849600	1150074498152042496	1
914755710461849600	1154416362065977345	1
914755710461849600	1212473056469217280	1
914755710461849600	1230727466039119872	1
914755710461849600	1259117950679814144	1
914755710461849600	1306316982741073920	1
224578429	8330472	2
224578429	11611502	10
224578429	11990122	1
224578429	13553912	1
224578429	14088938	1
224578429	18577646	1
224578429	19002571	3
224578429	30354991	1
224578429	30638897	1
224578429	32937695	2
224578429	40652687	7
224578429	51567084	1
224578429	57322392	1
224578429	59775384	2
224578429	70102248	1
224578429	77821953	1
224578429	90364910	1
224578429	90945489	1
224578429	104849271	1
224578429	106494679	1
224578429	112451668	1
224578429	121399124	1
224578429	151085945	13
224578429	169538164	1
224578429	174295598	3
224578429	182836552	2
224578429	184186065	1
224578429	189971995	1
224578429	190558045	1
224578429	198524760	3
224578429	198829810	1
224578429	199447650	2
224578429	214514138	2
224578429	220656573	1
224578429	237226053	1
224578429	254230849	2
224578429	262606630	1
224578429	263806815	2
224578429	265522919	1
224578429	281101178	1
224578429	285533583	1
224578429	300421863	1
224578429	459368858	1
224578429	535153760	1
224578429	535707261	1
224578429	544319087	1
224578429	549453509	1
224578429	587305283	2
224578429	725781001	2
224578429	824851699	1
224578429	893680236	3
224578429	1070697151	1
224578429	1277299268	1
224578429	1361984828	1
224578429	1449560052	1
224578429	2297746243	1
224578429	2483780966	1
224578429	2788115480	1
224578429	2794107508	4
224578429	3059424327	2
224578429	3343845251	1
224578429	3374563353	3
224578429	3434104066	1
224578429	3543404475	1
224578429	4703390322	1
224578429	748256028786032640	4
224578429	887686542617128960	1
224578429	932307931684573186	6
224578429	952851349938622464	1
224578429	1086287107608461312	1
224578429	1107913989718200321	1
224578429	1194195301160169473	1
224578429	1199438897895399424	1
224578429	1306564047823933440	1
224578429	1312534109277822976	1
246773400	7737132	1
246773400	9007962	1
246773400	17832484	1
246773400	64019370	1
246773400	86907551	1
246773400	106461116	1
246773400	106797159	2
246773400	112451668	1
246773400	124167190	1
246773400	124988870	5
246773400	150358626	1
246773400	157774361	1
246773400	169436054	1
246773400	187848069	1
246773400	188026600	1
246773400	202262903	1
246773400	216733846	6
246773400	217368493	1
246773400	272000431	1
246773400	280134279	5
246773400	301306806	1
246773400	398161451	1
246773400	472211058	1
246773400	529212153	1
246773400	534208508	1
246773400	536163697	1
246773400	950360006	1
246773400	1041915498	1
246773400	1183842373	1
246773400	1316210269	2
246773400	1667491819	2
246773400	2223904616	1
246773400	2732161435	2
246773400	3441065895	1
246773400	4219919547	1
246773400	4228406893	1
246773400	779433847427567616	1
246773400	996832631693209600	1
246773400	1067689863137427457	1
246773400	1190956477579706371	1
246773400	1201952964656730112	1
246773400	1239252718398640129	4
246773400	1239570397168885762	1
246773400	1249670941686333445	1
246773400	1270283774518013953	1
246773400	1286760770752086016	3
2200197485	11158102	1
2200197485	11990122	1
2200197485	12824222	1
2200197485	14068856	4
2200197485	14250228	1
2200197485	14309930	1
2200197485	15071264	1
2200197485	20996633	1
2200197485	31416615	1
2200197485	32937695	1
2200197485	43877830	1
2200197485	46065971	1
2200197485	77778811	1
2200197485	84053338	7
2200197485	87042194	3
2200197485	91560739	1
2200197485	94534362	1
2200197485	106494679	1
2200197485	109954400	1
2200197485	110946158	2
2200197485	120054664	2
2200197485	120471611	1
2200197485	123697880	1
2200197485	137831966	1
2200197485	141315755	1
2200197485	151085945	4
2200197485	154229481	1
2200197485	165480860	1
2200197485	169538164	5
2200197485	177890333	1
2200197485	194067850	2
2200197485	198524760	1
2200197485	220145822	1
2200197485	223312965	1
2200197485	226897441	5
2200197485	228644029	1
2200197485	232168294	3
2200197485	236096273	1
2200197485	250089637	1
2200197485	257850266	1
2200197485	271566985	1
2200197485	277492730	1
2200197485	288693613	2
2200197485	357586041	1
2200197485	363696047	1
2200197485	368508424	1
2200197485	400892490	1
2200197485	401633104	1
2200197485	402593346	1
2200197485	411705576	1
2200197485	416316122	2
2200197485	424366539	1
2200197485	430519359	1
2200197485	470044042	2
2200197485	481894488	1
2200197485	553398382	1
2200197485	628207700	1
2200197485	929073534	1
2200197485	931545799	1
2200197485	1341459864	1
2200197485	1383078506	1
2200197485	1724984834	1
2200197485	2200197485	1
2200197485	2242193000	1
2200197485	2347190174	1
2200197485	2412893305	1
2200197485	2556327074	8
2200197485	2904896141	1
2200197485	3079777905	2
2200197485	3153585418	1
2200197485	3392406550	1
2200197485	3817329856	3
2200197485	4000149328	2
2200197485	4703390322	1
2200197485	4914097011	1
2200197485	704634582394654720	1
2200197485	714711910730625025	1
2200197485	732963760047030273	1
2200197485	739875455663243264	3
2200197485	827976394940547072	1
2200197485	845359076083142661	3
2200197485	902551436952788992	2
2200197485	905677819728060416	1
2200197485	936210753970896897	1
2200197485	1022122751400796162	1
2200197485	1074022338679726080	2
2200197485	1106639673185759233	6
2200197485	1122599373928587264	1
2200197485	1208294340260438016	1
2200197485	1248642222733635586	2
2200197485	1306564047823933440	1
166150478	8330472	1
166150478	11611502	6
166150478	12824222	5
166150478	14088938	1
166150478	14274516	1
166150478	15254216	2
166150478	17676713	1
166150478	31416615	1
166150478	64019370	3
166150478	84053338	2
166150478	91560739	1
166150478	105438860	1
166150478	107235284	3
166150478	121399124	3
166150478	121553637	1
166150478	143764294	1
166150478	145670919	3
166150478	146004695	2
166150478	151085945	3
166150478	158336392	1
166150478	165480860	1
166150478	165724114	1
166150478	169538164	2
166150478	212377097	1
166150478	220145822	1
166150478	221895724	1
166150478	250801453	3
166150478	256025198	1
166150478	256109269	1
166150478	256479795	1
166150478	263806815	4
166150478	301306806	1
166150478	367853911	1
166150478	463260500	1
166150478	470044042	1
166150478	535153760	1
166150478	553458194	1
166150478	614197212	1
166150478	870419972	1
166150478	1070697151	1
166150478	1084408297	1
166150478	2347190174	2
166150478	2794107508	1
166150478	2813310881	1
166150478	2817927589	1
166150478	2904896141	4
166150478	3288256781	8
166150478	3374563353	74
166150478	3395436645	9
166150478	3825409875	1
166150478	4703390322	2
166150478	742002754193883136	1
166150478	877408490314137600	1
166150478	907131198039842816	1
166150478	909095011421126662	1
166150478	919168899807174657	1
166150478	926168457758105601	1
166150478	933263456639184897	4
166150478	933476923078070272	1
166150478	938023391432454144	2
166150478	959085872548401154	2
166150478	973264522994704385	1
166150478	987694034742366208	1
166150478	1013900362540036098	1
166150478	1052889894568255488	1
166150478	1166018955254882305	1
166150478	1196468073244581888	1
166150478	1239180395700269057	1
166150478	1259443601609809922	1
166150478	1283533755416809475	1
166150478	1301983601429557253	1
1249769606	7996082	1
1249769606	53659442	3
1249769606	59775384	1
1249769606	62334052	1
1249769606	98419899	1
1249769606	127249363	1
1249769606	191061006	1
1249769606	194131876	1
1249769606	206130756	2
1249769606	214538991	3
1249769606	219635897	1
1249769606	224803329	1
1249769606	263583740	5
1249769606	300368130	1
1249769606	482278636	1
1249769606	1267579957	2
1249769606	1379123929	1
1249769606	2835936441	1
1249769606	2962061980	1
1249769606	3004031379	1
1249769606	3200182159	1
1249769606	722415316454744064	1
1249769606	776341162588250112	1
1249769606	796713273316044800	1
1249769606	812938608436973569	1
1249769606	833440399029051393	1
1249769606	883471630537809920	1
1249769606	909370206056787969	2
1249769606	956195485051703297	3
1249769606	990660818139262976	1
1249769606	1049971682289602560	6
1249769606	1063131906982731776	1
1249769606	1073263530768547840	2
1249769606	1108793999438036992	1
